sentence	rightVerbs	rightNouns	accessVerbs	accessNouns
To access and receive a copy of the Personal Data we hold about you	NaN	NaN	NaN	NaN
You have the right to data portability for the information you provide to MobiSystems , Inc..	NaN	NaN	NaN	NaN
You can request to obtain a copy of your Personal Data in a commonly used electronic format so that you can manage and move it	NaN	NaN	NaN	NaN
you have the right to data portability	NaN	NaN	NaN	NaN
Each data subject shall have the right granted by the European legislator to obtain from the controller free information about his or her personal data stored at any time and a copy of this information .	NaN	NaN	NaN	NaN
f ) Right to data portability	NaN	NaN	NaN	NaN
Each data subject shall have the right granted by the European legislator , to receive the personal data concerning him or her , which was provided to a controller , in a structured , commonly used and machine-readable format	NaN	NaN	NaN	NaN
In order to assert the right to data portability , the data subject may at any time contact any employee of the Carly Solutions GmbH Co KG .	NaN	['the right', 'data portability']	['contact']	['any employee of the Carly Solutions GmbH Co KG']
According to article 20 of the General Data Protection Regulation ( GDPR ) you are entitled to receive your personal data you have provided to us in a structured , established and machine-readable format .	NaN	NaN	NaN	NaN
If you request , we will provide you a copy of your personal data in an electronic format .	NaN	NaN	NaN	NaN
you can contact us to receive your data if you want to upload it to another service )	NaN	NaN	NaN	NaN
a ) Ask for a copy of data we are processing about you and have inaccuracies corrected	NaN	NaN	NaN	NaN
You have the right to request a copy of the personal information we hold about you and to have any inaccuracies corrected .	NaN	NaN	NaN	NaN
You may also request from us a copy of any of your personal data that has been processed through automated means	NaN	NaN	NaN	NaN
Right to data portability : Under certain circumstances , You may have the right to receive their personal data to which we have access , in a structured , commonly used and machine-readable format and with a right to transmit those data to another entity .	NaN	NaN	NaN	NaN
Right to data portability : In certain circumstances , you may request to receive a complete and machine-readable copy of your personal information that we hold and transfer it to another data controller .	NaN	NaN	NaN	NaN
You have the right to request a copy of the information that we hold about you .	NaN	NaN	NaN	NaN
If you would like a copy of some or all of your Personal Information , please contact us at -Email- - we may make a small charge for this .	NaN	['a copy']	['contact']	['-Email-']
You have the right to obtain your personal data in a common , structured and mechanically readable format , e.g	NaN	NaN	NaN	NaN
You have the right to receive a copy of certain personal information we process about you	NaN	NaN	NaN	NaN
Right to data portability : The right to ask for the personal information you have made available to us to be transferred to you or a third party in machine-readable format	NaN	NaN	NaN	NaN
This enables you to receive a copy of the Personal Data we hold about you and to check that we are lawfully processing it .	NaN	NaN	NaN	NaN
You can request a copy of or deletion of your game account data through our Personal Data Request Portal .	NaN	['a copy']	NaN	['our personal data request portal']
You may ask to exercise your right to data portability ; in other words , your right to receive your Personal Data in a frequently used structured format and your right to send such data to another processor	NaN	NaN	NaN	NaN
to ask for a copy of such data	NaN	NaN	NaN	NaN
demand for realization of the right to data portability from the LLC   WebmartGroup   ;	NaN	NaN	NaN	NaN
The right to data portability .	NaN	NaN	NaN	NaN
You have the right to be provided with a copy of the information we have on you in a structured , machine-readable and commonly used format .	NaN	NaN	NaN	NaN
Furthermore , you have the right to obtain a copy of the personal data undergoing processing .	NaN	NaN	NaN	NaN
You may also request a copy of your personal data collected during your use of the App at support@betterme.tips .	NaN	['a copy']	NaN	['support@betterme.tips']
If you wish to receive your personal data in a machine-readable format , you can do so by requesting a copy of your personal data as described above ( or send respective request at support@betterme.tips ) .	NaN	['a copy']	['send']	['support@betterme.tips']
You can request a copy of your personal information by contact us via Email at the end of this Privacy Policy .	NaN	['copy']	['contact']	['Email']
give you a copy of that data ;	NaN	NaN	NaN	NaN
You can ask us to provide your personal data to you in a structured , commonly used , machine-readable format , or you can ask to have it “ported”directly to another data controller , but in each case only where : the processing is based on your consent or the performance of a contract with you ; and the processing is carried out by automated means .	NaN	NaN	NaN	NaN
You may be entitled to request us to transmit this information to another service provider ( where technically feasible ) .	NaN	NaN	NaN	NaN
( Iii ) require that a copy of your personal information in a digital format .	NaN	NaN	NaN	NaN
ask for a copy of your personal information to be provided in a digital format .	NaN	NaN	NaN	NaN
You can request copies of your personal information held by us .	NaN	NaN	NaN	NaN
Following your request , we will provide you a copy of your Personal Data in an electronic format .	NaN	NaN	NaN	NaN
( ii ) a right to receive certain information in machine-readable format ;	NaN	NaN	NaN	NaN
obtain your personal data from us in a structured , commonly used and machine-readable form	NaN	NaN	NaN	NaN
In some circumstances , you may have the right to request that data which you have provided to us is provided to you , so you can transfer this to another data controller .	NaN	NaN	NaN	NaN
You may also request a copy of your personal data collected during your use of the App at support@get-headway.com .	NaN	['a copy']	NaN	['support@get-headway.com']
You can request more information about the Personal Data we hold about you and request a copy of such Personal Data .	NaN	NaN	NaN	NaN
Portability : You can ask for a copy of your Personal Data in a machine-readable format .	NaN	NaN	NaN	NaN
You have the right to ( i ) receive your Data in a structured , commonly used and machine-readable format and ( ii ) transmit those Data to another controller without hindrance from us .	NaN	NaN	NaN	NaN
You can request a copy of the information that we hold about you	NaN	NaN	NaN	NaN
If you would like a copy of some or all of your personal information , please submit your request in writing at Customer Center or by e-mailing us at netmarbles@igsinc.co.kr	NaN	['a copy']	['submit','e-mail']	['Customer Center','netmarbles@igsinc.co.kr']
You have the right to receive the personal data concerning you that you provided to us , in a structured , commonly used and machine-readable format and have the right to transmit those data to another controller where the processing is based on consent and the data is processed by automated means ( Art	NaN	NaN	NaN	NaN
You also have the right to data portability .	NaN	NaN	NaN	NaN
You can request a download of your account information .	NaN	NaN	NaN	NaN
You have the right to retrieve all personal data we collect	NaN	NaN	NaN	NaN
Right to data portability : You have the right to obtain your Personal Data from us that you consented to give us or that was provided to us as necessary in connection with our contract with you .	NaN	NaN	NaN	NaN
We will give you your Personal Data in a structured , commonly used and machine-readable format .	NaN	NaN	NaN	NaN
You shall be provided a copy of the Personal Data undergoing processing .	NaN	NaN	NaN	NaN
You have the right to receive your Personal Data that you have provided to us in a structured , commonly used and machine-readable format and have the right to transmit those data to another controller without hinderance if the processing is based on consent or contract performance , sin accordance with Article 20 of the GDPR .	NaN	NaN	NaN	NaN
You have the right to receive your personal data that you have provided us in a structured , commonly used and machine readable format and the right to transmit that data to another party of your choice , where technically feasible .	NaN	NaN	NaN	NaN
3.Request a copy of your information in a structured , commonly used and machine-readable format , and transmit it to another party .	NaN	NaN	NaN	NaN
You can also request that we transmit the data to another controller where technically feasible .	NaN	NaN	NaN	NaN
( 6 ) Right to data portability ( the right to receive the personal data concerning You , which You has provided to Nekki Limited as the controller , in a structured , commonly used and machine-readable format , and the right to transmit those data to another controller without hindrance from Nekki Limited to which the personal data have been provided ) ;	NaN	NaN	NaN	NaN
or exercise your right to data portability .	NaN	NaN	NaN	NaN
You may also request that we transmit to another service provider ( where technically feasible ) copies of your personal information that is structured and in machine-readable format .	NaN	NaN	NaN	NaN
Ask for a copy of data we are processing about you and have inaccuracies corrected	NaN	NaN	NaN	NaN
You also have the right to receive a copy of the information that Uber collects about you if collected on the basis of consent or because Uber requires the information to provide the services that you request .	NaN	NaN	NaN	NaN
Receive a copy of the information Uber has collected about you .	NaN	NaN	NaN	NaN
Right to Access and/or Take Your Information : You can ask us for a copy of your Information and can ask for a copy of Information you provided in machine-readable form .	NaN	NaN	NaN	NaN
You have the right to receive the personal data you have provided us with which we process in a structured , commonly used and machine-readable format and have the right to transmit those data to another controller if the processing is based on consent or contract performance , see Article 20 of the GDPR .	NaN	NaN	NaN	NaN
You have the right to ask us to receive the personal data concerning you , which you have provided to us , in a structured , commonly used and machine-readable format and have the right to transmit those data to another controller .	NaN	NaN	NaN	NaN
In order to have your personal data transferred to you , please , send us a message describing your request through our help service within the Game	['transfer']	NaN	['send']	['our help service']
request a copy of all your personal data that we store and to transmit that copy to another data controller ;	NaN	NaN	NaN	NaN
Right to data portability : you can request a copy of your data in a machine-readable form that can be transferred to another provider .	NaN	NaN	NaN	NaN
You can download certain account information , including your Tweets , by following the instructions here	['download']	NaN	['follow']	['the instructions here']
Twitter provides you a means to download the information you have shared through our services by following the steps here .	NaN	NaN	NaN	NaN
Periscope provides you a means to download the information you have shared through our services by following the steps here .	NaN	NaN	NaN	NaN
demand for realization of the right to data portability from the YUMOBI TEKHNOLODZHI , OOO ; ;	NaN	NaN	NaN	NaN
The User is empowered to request one copy of the personal data undergoing processing free of charge	NaN	NaN	NaN	NaN
You can request a copy of your personal information	NaN	NaN	NaN	NaN
You may have the right to request from us that we send your Personal Data in a structured , commonly used and machine-readable format , and to transmit those data to another controller .	NaN	NaN	NaN	NaN
Under the law of some countries , you may have the right to ask us for a copy of your personal information	NaN	NaN	NaN	NaN
This means that you may have the right to receive your Personal Data in a structured , commonly used and machine-readable format , and that you have the right to transmit that data to another controller ;	NaN	NaN	NaN	NaN
If you request a copy of your personal information that we hold , we will provide you with a copy without undue delay and free of charge , except where we are permitted by law to charge a fee .	NaN	NaN	NaN	NaN
Right to data portability .	NaN	NaN	NaN	NaN
If we process your personal information based on a contract with you or based on your consent , or the processing is carried out by automated means , you may request to receive your personal information in a structured , commonly used and machine-readable format , and to have us transfer your personal information directly to another  controller   where technically feasible , unless exercise of this right adversely affects the rights and freedoms of others .	NaN	NaN	NaN	NaN
You may ask for a copy of your personal information , to correct it , erase it or transfer to another organization	NaN	NaN	NaN	NaN
Portability : you may request a copy of your Personal Data and may always move it to other entities as you desire	NaN	NaN	NaN	NaN
Please note , some of these rights such as the right to data portability and right to restriction , apply from 25 May 2018 .	NaN	NaN	NaN	NaN
You can access a copy of your Personal Information by logging into your DoubleUGames account	['access']	['a copy']	['log']	['your DoubleUGames account']
Request a copy of any research related data you have provided to us .	NaN	NaN	NaN	NaN
To export the personal data you have provided to Duolingo in a format that can be transferred electronically to a third party .	NaN	NaN	NaN	NaN
California Civil Code Section 1798.83 entitles residents of the State of California to request from a business , with whom that resident has an established business relationship , certain information regarding the types of personal data the business shares with third parties for direct marketing purposes by such third party and the identities of the third parties with whom the business has shared such information during the immediately preceding calendar year	NaN	NaN	NaN	NaN
If you would like to request a copy of this information disclosure from Duolingo , please contact us at -Email- .	NaN	['a copy']	['contact']	['-email-']
You have the right to receive the personal data disclosed by you to the data controller in a structured , popular and machine-readable format	NaN	NaN	NaN	NaN
You may ask us for a copy of the information we hold about you at any time , and request us to modify , update or delete such information .	NaN	NaN	NaN	NaN
If you wish , you have the right to transfer your personal data between service providers .	NaN	NaN	NaN	NaN
You have the right to receive the personal data you have provided us with which we process in a structured , commonly used and machine-readable format and have the right to transmit those data to another controller if the processing is based on consent or contract performance .	NaN	NaN	NaN	NaN
You may also have the right to request that we provide you with the personal data you have provided us in a portable form for transmission to another controllers service	NaN	NaN	NaN	NaN
Receive an electronic copy of your personal data , if you would like to port your personal data , that you have provided to us , to yourself or to a different provider ( data portability ) , when the personal data is processed by automatic means and the processing is either ( i ) based upon your consent or ( ii ) necessary for the provision of the company service ; and	NaN	NaN	NaN	NaN
You have the right , in accordance with Article 20 GDPR , to receive the personal data concerning you that you have provided to us , in a structured , commonly used and machine-readable format and to transmit this data to another controller .	NaN	NaN	NaN	NaN
You can export a copy of your information or delete it from your Google Account at any time	['export', 'delete']	['a copy']	NaN	['your Google Account']
You can export a copy of content in your Google Account if you want to back it up or use it with a service outside of Google .	['export']	['a copy']	NaN	['your Google Account']
You can request a copy of your personal information by putting in such a request here .	NaN	['a copy']	NaN	['here']
Receive your data so that you can use it elsewhere ( data portability ) .	NaN	NaN	NaN	NaN
You may request portability of your personal information through the Contact Us link within any of our Applications or directly send us an email to our support team at support ( at ) huuugegames.com	NaN	['portability']	['send']	['the Contact Us link', 'our support team', 'support ( at ) huuugegames.com']
You can request a copy of or deletion of your game account data through our game .	NaN	NaN	NaN	NaN
These are : the right to request a copy of the personal information we hold about you	NaN	NaN	NaN	NaN
In certain circumstances , you may request that we provide your personal information to you in a structured , commonly used and machine readable format and have it transferred to another provider of the same or similar services to us	NaN	NaN	NaN	NaN
Transferring your Personal Data ( Otherwise known as Your Right to Data Portability )	NaN	NaN	NaN	NaN
Ask for a copy of data we are processing about you and have inaccuracies corrected You have the right to request a copy of the personal information we hold about you and to have any inaccuracies corrected	NaN	NaN	NaN	NaN
Obtain a machine readable copy of your personal data , which you can use with another service provider If we are processing data in order to perform our obligations to you , or because you consented , or if that processing is carried out by automated means , we will help you to move , copy or transfer your personal data to other IT systems	NaN	NaN	NaN	NaN
If you request , we will supply you with the relevant personal data in a commonly used , machine-readable and interoperable format where it is technically feasible , you can ask us to send this information directly to another IT system provider if you prefer	NaN	NaN	NaN	NaN
It means you have the right to obtain a copy of your Personal Information	NaN	NaN	NaN	NaN
Right to data portability You have the right to ask the portability of your Personal Information	NaN	NaN	NaN	NaN
It means you have the right to receive Personal Information you have provided to Us , in a structured , commonly used and machine readable format	NaN	NaN	NaN	NaN
9.3 Data Access and Portability You are entitled to request copies of personal information that you have provided to us in a structured , commonly used , and machine-readable format and/or request us to transmit this information to another service provider ( where technically feasible )	NaN	NaN	NaN	NaN
If you would like a copy of the information held on you please write to us	NaN	NaN	NaN	NaN
For other personal information we hold , we will provide you with access ( including a copy ) for any purpose including to request that we correct the data if it is inaccurate or delete the data if Apple is not required to retain it by law or for legitimate business purposes.We may decline to process requests that are frivolous/vexatious , jeopardize the privacy of others , are extremely impractical , or for which access is not otherwise required by local law	NaN	NaN	NaN	NaN
