7	Request restriction of processing your personal data : This enables you to ask us to suspend the processing of your personal data in the following scenarios : ( a ) if you want us to establish the datas accuracy ; or ( b ) you have objected to our use of your data but we need to verify whether we have overriding legitimate grounds to use it 
6	18.2 Right to correction : If the information we have collected from you is incorrect or incomplete , you may immediately request us to correct it in accordance with Article 16 of the GDPR . 
7	18.3 Right to limitation of processing : Under the conditions of Article 18 of the GDPR , you may also request that the processing of personal data concerning you be restricted 
7	After the restriction , your data may only be processed with your consent or for the purpose of asserting , exercising or defending rights , or for the protection of the rights of another natural or legal person , or on grounds of an important public interest of the Union or a Member State 
7	We will inform you before the restriction is lifted . 
6	1 GDPR applies , you can request us to delete your personal data immediately , unless there is an exception to the deletion obligation in accordance with Article 17 para 
6	Insofar as the user changes or corrects the information provided by him and thereby deletes old entries , these data previously entered by him will be irreversibly and completely deleted 
6	An application for correction or deletion is not necessary in this respect 
6	Notwithstanding this , the user has the right at any time to demand the correction of inaccurate data stored about him at JAUMO 
6	The easiest way for the user is to change his entries himself 
6	If the user finally deletes his entire profile and thus terminates his membership with JAUMO , all data previously entered by him in his profile will be completely deleted 
6	Excluded from the deletion are the duration of the membership , if necessary the reason for the termination of the membership as well as anonymous statistical data about the previous user behaviour 
6	Irrespective of this , the user has the right at any time to request the deletion of all personal data collected by him which is stored about him at JAUMO 
6	The easiest option for the user is to delete his entries himself , even in this case . 
9	18.6 Right to information : If you have exercised your right to correct , delete or restrict processing against us , we are obliged under Article 19 GDPR to inform all recipients of your personal data of this , unless the notification is impossible or involves disproportionate effort 
9	They also have the right to be informed of the recipients 
9	The person responsible shall have the right to be informed of such recipients . 
9	18.7 Right to data transferability : In addition , according to Article 20 GDPR , you have the right to receive personal data concerning you from us in machine-readable format and to transmit the data to another person responsible without obstruction , provided that the requirements of Article 20 Para 
8	Right of objection : You have the right to object at any time to JAUMOs processing of your personal data in accordance with Art 
6	You can always change or replace your name and avatar within the App settings . 
6	You can either exercise your rights by deleting certain features through your device or by emailing us at -Email- to exercise all the other rights . 
10	Lodge a complaint with your national supervisory authority ( in the EEA ) if you believe that your privacy rights have been breached 
6	When using our products and services , you can always manage , review and update information in your account , for instance , you can manage your personal information at any time , such as your Keep ID and photo . 
9	You can export a copy of content in your Keep Account if you want to back it up or use it with a service outside of Keep by sending your request -Email- . 
6	You can also remove or delete content from your account or entirely delete your whole Keep account . 
9	b ) right to data portability ( i.e 
9	you have the right to receive your personal data in a structured , commonly used and machine-readable format and have the right to transmit those data to another controller ) ; 
6	c ) right to correction if your personal data is not complete or accurate ; 
7	d ) right to deletion or restriction of your personal data , as permitted by law ; 
8	e ) right to object ( i.e 
8	you have the right to object to our processing of your personal data , as permitted by law ) 
10	You also have the right to lodge a complaint with a competent data protection supervisory authority in the country in which you reside . 
6	Where applicable , we will delete your personal data upon your request . 
6	update or to delete the information we have on you 
6	Whenever made possible , you can access , update or request deletion of your Personal Data 
7	You have the right to request that we restrict the processing of your personal information . 
5	Access the personal data we hold about you . 
8	If you wish to object to this use of your data , you can do so by canceling our newsletters in any of the emails we sent . 
6	You have the right to delete your personal data by sending an email requesting so to -Email- 
5	Request access to your personal data ( commonly known as a data subject access request ) . 
6	You can edit your personal data at any time within the Apps profile page 
6	This notwithstanding , the user has the right at all times to demand the correction of any inaccurate data concerning him/her stored with LingoDeer 
6	This enables you to ask us to delete or remove personal data where there is no good reason for us continuing to process it 
9	You may obtain a copy of the personal data held about you that you provide through the Site or otherwise request that LingoDeer updates , make changes or deletes personal information by sending an email to -Email- . 
6	You may correct , update and delete your registration account 
5	You may request access to the personal information we hold about you and that we amend or delete it 
6	You can access or delete your personal data 
6	Delete Data : You can ask us to erase or delete all or some of your personal data ( e.g. , if it is no longer necessary to provide Services to you ) . 
6	Change or Correct Data : You can edit some of your personal data through your account . 
8	Object to , or Limit or Restrict , Use of Data : You can ask us to stop using all or some of your personal data ( e.g. , if we have no legal right to keep using it ) or to limit our use of it ( e.g. , if your personal data is inaccurate or unlawfully held ) . 
9	Right to Access and/or Take Your Data : You can asus for a copy of your personal data and can ask for a copy of personal data you provided in machine readable form . 
6	Where we rely on your consent to process personal data , you have the right to withdraw or decline your consent at any time and where we rely on legitimate interests , you have the right to object 
10	You can contact us or use other options to resolve any complaints . 
7	If you choose to limit the ways we can use your personal information , some or all of the Services may not be available to you . 
8	Right to withdraw consent 
8	If we rely on consent to process your personal information , you have the right to withdraw your consent at any time . 
7	You have the right to restrict our processing your personal information where one of the following applies : 
8	You have objected to processing , pending the verification whether the legitimate grounds of our processing override your rights . 
10	You also have a right to lodge a complaint with a competent supervisory authority situated in a Member State of your habitual residence , place of work , or place of alleged infringement . 
6	If you do not want LivU to store this information , you may opt-out through your account settings in the LivU application at any time 
6	You control your Profile and you can access and modify your Profile from the LivU application at any time . 
8	In accordance with Article 21 GDPR , and for reasons arising from your particular situation , you have the right to object at any time to the processing of the data in accordance with Section 1.1 
8	In order to exercise a respective objection 
6	In accordance with Article 16 of the GDPR , you have the right to correct and/or complete your data vis -- vis the responsible party if the personal data processed concerning you is incorrect or incomplete 
7	Subject to the following conditions , you may , pursuant to Art 
7	18 , request that the processing of personal data concerning you be restricted 
9	In accordance with article 20 of the GDPR , you have the right to receive the personal data concerning you that you have provided to the data controller in a structured , current and machine-readable format . 
6	You may access , modify or delete ( subject to applicable law ) the personal information associated with your use of our services at any time by updating your My Account information by navigating to my.malwarebytes.com , signing into your account and updated your personal information 
6	If you want us to delete your personal information , your forum account , or your support account , please contact us at -Email- with your request 
6	You can review and revise your profile information at any time 
6	You should only delete your account if you are certain you never want to restore it . 
8	This means that a users data shall only be processed if the user has given his or her legal permission for us to do so . 
6	You can change your display name and avatar at any time 
8	withdraw consent for your processing of data , when we do this in accordance with a legitimate interest 
6	You can easily delete your data in the settings for your account 
5	our right to access , correct 
6	erase your personal data 
9	to receive a copy of your personal data 
6	You also have the right to instruct us to correct any personal data that is inaccurate . 
6	Lastly , you have the right to ask us to erase your personal data , if there are no legal reasons for us to retain it ( such as freedom of expression , legal requirements , public interest or if required as evidence in legal disputes ) and one of the following reasons applies : 
7	You can assert your right to limit the processing of your personal data when : 
8	ight to revoke consent 
10	Right to file a complaint with your supervisory authoriy 
8	Your browser will need to accept cookies for the opt-out process to work 
8	You may opt out of such direct marketing at any time . 
5	Subject to certain exemptions provided for under the Privacy Laws , you have a right to access Personal Information we hold about you . 
6	If you would like to seek access to Personal Information that Metro may have about you or update that information then please contact the Metro department that collected your information in the first instance or write to Metros Privacy Officer via the details set out below 
6	Whenever made possible , you can update your Personal Data directly within your account settings section . 
6	If you are unable to change your Personal Data , please contact us to make the required changes 
6	If you wish to be informed what Personal Data we hold about you and if you want it to be removed from our systems , please contact us 
9	To access and receive a copy of the Personal Data we hold about you 
6	To rectify any Personal Data held about you that is inaccurate 
6	To request the deletion of Personal Data held about you 
9	You have the right to data portability for the information you provide to MobiSystems , Inc.. 
9	You can request to obtain a copy of your Personal Data in a commonly used electronic format so that you can manage and move it 
8	You can opt-out of having made your activity on the Service available to Google Analytics by installing the Google Analytics opt-out browser add-on . 
8	You can opt-out from Flurry Analytics service to prevent Flurry Analytics from using and sharing your information by visiting the Flurry 's Opt-out page : -URL- 
5	A simple request from you will oblige us to give you full access to the personal information that we have stored about you . 
7	you have the right to ask the restriction of the processing or deletion of your personal data 
8	to oppose the processing of your data under the conditions set forth by article 21 of the GDPR , 
9	you have the right to data portability 
10	You will also have the right to file a complaint with the competent supervisory authority . 
8	If you decide that you do not want a personalized advertising experience , we will not process your personal data for this purpose . 
8	Withdrawal of Consent : You can withdraw your consent to MoPubs personalized advertising experience at any time . 
8	However , as noted above , if you live in the European Economic Area , the United Kingdom , or Switzerland , you can exercise control over whether we continue to process your personal data , and request that we delete or de-identify such personal data , by withdrawing your consent at any time 
8	You can also contact us using the details below . 
8	If you withdraw your consent ( if you are located in the European Economic Area , the United Kingdom , or Switzerland ) or opt-out ( if you are located in the United States or another country ) , we will also inform our current MoPub Partners with whom we have shared your data of your withdrawal or opt-out so that they , as independent controllers of your personal data , can also respect your choice . 
5	We provide you with account tools to access 
6	modify personal data you have provided to us in association with your Publisher Partner or Advertising Demand Partner account . 
6	Registered persons are free to change the personal data specified during the registration at any time , or to have them completely deleted from the data stock of the controller 
6	In addition , the data controller shall correct or erase personal data at the request or indication of the data subject , insofar as there are no statutory storage obligations 
8	Data subjects are at any time entitled to revoke the respective separate declaration of consent issued by means of the double-opt-in procedure . 
9	Each data subject shall have the right granted by the European legislator to obtain from the controller free information about his or her personal data stored at any time and a copy of this information . 
6	the existence of the right to request from the controller rectification or erasure of personal data , or restriction of processing of personal data concerning the data subject , or to object to such processing ; 
10	the existence of the right to lodge a complaint with a supervisory authority ; 
6	c ) Right to rectification 
6	If a data subject wishes to exercise this right to rectification , he or she may , at any time , contact any employee of the controller . 
6	d ) Right to erasure ( Right to be forgotten ) 
6	Each data subject shall have the right granted by the European legislator to obtain from the controller the erasure of personal data concerning him or her without undue delay , and the controller shall have the obligation to erase personal data without undue delay where one of the following grounds applies , as long as the processing is not necessary 
7	Each data subject shall have the right granted by the European legislator to obtain from the controller restriction of processing where one of the following applies 
9	f ) Right to data portability 
9	Each data subject shall have the right granted by the European legislator , to receive the personal data concerning him or her , which was provided to a controller , in a structured , commonly used and machine-readable format 
9	In order to assert the right to data portability , the data subject may at any time contact any employee of the Carly Solutions GmbH Co KG . 
8	g ) Right to object 
8	Each data subject shall have the right granted by the European legislator to object , on grounds relating to his or her particular situation , at any time , to processing of personal data concerning him or her , which is based on point ( e ) or ( f ) of Article 6 ( 1 ) of the GDPR 
8	The data subject has the possibility to revoke consent for the handling of personal data at any time from PayPal 
6	You can edit or delete your data at any time 
8	Apart from the options stated above , you can also object to the respective use of your data by setting so-called opt-out cookies on the Digital Advertising Alliances website , using this link 
6	Right to Rectify 
6	Right to Erasure 
9	According to article 20 of the General Data Protection Regulation ( GDPR ) you are entitled to receive your personal data you have provided to us in a structured , established and machine-readable format . 
8	If we are processing your personal data for direct advertisement , you have the right to object to the processing of your personal data for the use of such advertisement at any time 
5	We make good faith efforts to give you a right to access your personal information to have errors in your personal information rectified , 
8	to object to the processing of your personal information on legitimate grounds , 
8	You have the right to object to our processing of your personal information 
8	You may object to the processing of your information in the following circumstances 
6	Right to Erasure - You have the right to request us to destroy personal information without undue delay 
8	Destruction Process - We will destroy personal information that is past its retention period using the methods that prevent recovery of such information 
6	If your personal information has changed , or if you do not need our services , you can update , correct , delete inaccurate information , or delete your personal information in your account settings or by contacting us 
9	If you request , we will provide you a copy of your personal data in an electronic format . 
6	You can delete or modify the submitted data using your profile page 
6	You can disconnect your devices from My Flow , and delete your data through the applications Settings menu 
6	delete any of your personal data that we might possess 
7	You can control and limit our use of your advertising ID in your device settings . 
5	you may check what data we store about you , for this purpose please load Terms & Privacy from your Game settings and follow instructions in section Request a Summary of Personal Data in Privacy Policy ( available to EEA-based users only ) ) 
6	Right to correct your data in accordance with Art 
6	you can contact us if your email address has been changed and we should replace your old email address ) 
6	you can contact us if you want us to delete certain data that we have stored about you , please load Terms & Privacy from your Game settings and follow instructions in section request Personal Data to be removed in Privacy Policy ( available to EEA-based users only ) ) 
7	Right to restrict processing of your personal information in accordance with Art 
7	you can contact us if you want to restrict processing ) 
9	you can contact us to receive your data if you want to upload it to another service ) 
8	Right to object how your data is handled in accordance with Art 
8	you can contact us if you do not agree with any user analytics procedures as described within this privacy policy ) 
10	Right to send complaints to the supervisory authority in accordance with Art 
10	you can contact the data protection supervisory authority directly ) . 
6	You may update or correct your account information at any time by logging in to your account 
6	You may edit or delete the answers that you post at any time 
6	Accessing and Updating Your Personal Information 
6	R2Games will do everything in our power by using the appropriate technologies to ensure that you can access , update , and revise your registration information , or to use other personal information provided by R2Games ' Services . 
6	You can modify , change , update , or delete your personal information at any time 
8	If you do not agree to our storing or using your information , please inform us and we will delete or stop using your information per your request . 
6	Should your information appear to be incorrect , incomplete or irrelevant , then you can make an additional request to have your details changed or supplemented . 
7	You can also ask for deletion of your data and request to limit the processing of your data or object to it . 
10	Should you have a grave complaint about the way we process your personal data that can not be resolved together with us , you may lodge a complaint with the Dutch Supervisory Authority Autoriteit Persoonsgegevens . 
8	After you have given your consent , you may withdraw it at any time . 
9	a ) Ask for a copy of data we are processing about you and have inaccuracies corrected 
9	You have the right to request a copy of the personal information we hold about you and to have any inaccuracies corrected . 
8	b ) Object to us processing data about you 
7	You can ask us to restrict , 
6	or to delete your personal data 
10	If you are unhappy with the way we are processing your personal data , please let us know by contacting us via the email 
6	Right to request that your personal information is erased . 
8	When you object to the processing and there is no overriding legitimate interest for continuing the processing 
9	You may also request from us a copy of any of your personal data that has been processed through automated means 
10	If you are unhappy with the final response you have received from us , you have the right to complain to the supervisory authority : the Information Commissioners Office ( ICO ) 
5	Right of access : You have a right to ask whether or not we have personal data about You and , if that is the case , request information on what personal data we have about You and why and how we process it . 
6	Right to rectification : We are required to rectify inaccurate personal data , or to complete personal data that is incomplete , on request . 
6	Right to erasure ( right to be forgotten ) : We are in some circumstances required to erase Your personal data on Your request . 
7	Right to estriction of processing We are in some circumstances required to restrict our use of Your personal data on Your request . 
9	Right to data portability : Under certain circumstances , You may have the right to receive their personal data to which we have access , in a structured , commonly used and machine-readable format and with a right to transmit those data to another entity . 
8	Right to object : In some cases , You may object to our use of Your personal data . 
10	You are also entitled to lodge a complaint with a supervisory authority if You consider that Your personal data has been processed in contradiction with applicable data protection legislation . 
10	If You are a resident of , if Your place of work is in or if the alleged infringement of data protection law has taken place in Singapore , You may lodge Your complaint to the Personal Data Protection Commission of Singapore . 
8	You may at any time withdraw your consent to the collection and use of your data for marketing , advertising and promotion purposes 
8	You have the right to object to processing of your data for marketing and advertising purposes at any time by contacting us using the contact information below 
8	If your information is collected and processed based solely on your consent , you may at any time withdraw your consent by contacting us using the contact information below . 
8	Your information will not be shared and disclosed , unless we have obtained your consent to do so , or when its necessary in order to provide you with our Services , or to carry out requests on your behalf , or when it is permitted or required by the applicable law . 
5	Right of access : You have the right to receive confirmation from us whether any personal data related to you is processed and , if this is the case , you have the right to access the personal data and receive information of how it is being processed 
5	Right of rectification : You have the right to obtain from us without undue delay the rectification of inaccurate personal data concerning you 
5	Taking into account the purposes of the processing , you have the right to have incomplete personal data completed , including by means of providing a supplementary statement 
5	If you realize that the personal information about you which we store is incorrect or incomplete , please contact us using the contact information below . 
6	Right to be forgotten : In certain circumstances you may request the erasure of your personal data 
6	If you want any information about you which we store to be erased , please contact us using the contact information below 
6	You should be aware that in such case you must uninstall and delete our Services from your device , delete the cookies from your device and stop using our Services . 
7	Right of restriction of processing of the personal data : In certain circumstances , such as if you contest the accuracy of your personal data or have objected to our legitimate purpose for processing your personal data , you may request that we restrict the processing of your personal data 
9	Right to data portability : In certain circumstances , you may request to receive a complete and machine-readable copy of your personal information that we hold and transfer it to another data controller . 
8	Right to object to processing of personal data : In certain circumstances , such as if you have doubts about our legitimate interest in processing of your personal data , you have the right to object to such processing 
10	Right to complain : You have the right to file a complaint regarding our processing of your personal data at the relevant supervisory authority under the GDPR . 
8	You can choose to prevent your devices ad identifier being used for interest based advertising , or you can reset your devices ad identifier , by changing the settings of your device 
9	You have the right to request a copy of the information that we hold about you . 
9	If you would like a copy of some or all of your Personal Information , please contact us at -Email- - we may make a small charge for this . 
6	You may ask us to modify , correct or remove information by contacting us at the email address above . 
8	You have the right to ask us not to use your Personal Information for marketing purposes . 
10	If you are unhappy with our use of your Personal Information then please contact our customer services department by emailing -Email- 
6	In addition to the above methods , you may be entitled to request to delete , restrict , correct , or receive a copy of the personal information collected about you 
6	You can download , edit or permanently delete your personal data at any time 
6	You can edit , hide and delete personal data in the My Profile settings within the Tandem app 
6	Also , you can request the deletion of your account or ask for certain profile information to be changed via Tandems customer support ( support @ tandem.net ) . 
5	As a Tandem user , you have the right to access , rectification , right to object , to complaint , erasure and blockage 
5	You have the right to request information about whether and which personal data is processed by our company 
6	You also have the right to demand that your personal data is rectified or amended . 
7	Under certain circumstances , you have the right to demand that the processing of your personal data should be restricted . 
9	You have the right to obtain your personal data in a common , structured and mechanically readable format , e.g 
10	You also have the right to complain to the responsible supervisory authority if you believe that the processing of your personal data is in violation of the legislation . 
5	You have the right to access personal information we hold about you , how we use it , and who we share it with 
9	You have the right to receive a copy of certain personal information we process about you 
6	You have the right to correct any personal information held about you that is inaccurate 
5	You can access the personal information you have made available as part of your account by logging into your Game account 
6	You can delete your account , or remove certain personal information , by logging into your Game account . 
7	You can also exercise your right to restrict our processing of your personal information ( as described below ) whilst we consider your request 
7	You have a right to require us to stop processing the personal information we hold about you other than for storage purposes in certain circumstances 
8	You have the right to object to our processing of personal information about you 
7	You may adjust your browser or operating system settings to limit certain tracking through cookies or other identifiers or to decline cookies 
6	You can update or correct Personal Information ( e.g. , your email address ) by accessing your account 
6	You can also access or rectify your information by reaching out to us at -Email- . 
6	You can delete your information by sending an email to -Email- with your first name , last name , and the respective email addresses you would like for us to delete . 
5	You have the right to access the Personal Information we hold about you in order to verify the Personal Information we have collected in respect to you and to have a general account of our uses of that information . 
6	to verify their accuracy or to ask for them to be supplemented , cancelled , updated or corrected , or for their transformation into anonymous format or to block any of your personal information , 
6	as well as to oppose their processing for any and all legitimate reasons . 
8	When you receive such promotional communications from us , you will have the opportunity to opt-out ( either through your Account or by following the unsubscribe instructions provided in the e-mail you receive ) 
5	You may have rights under European and other laws to have access to your personal information and to ask us to rectify , erase and restrict use of , your personal information . 
8	You may also have rights to object to your personal information being used , to ask for the transfer of personal information you have made available to us and to withdraw consent to the use of your personal information 
5	Right of subject access : The right to make a written request for details of your personal information and a copy of that personal information 
6	Right to rectification : The right to have inaccurate information about you corrected or removed 
6	Right to erasure ( 'right to be forgotten ' ) : The right to have certain personal information about you erased 
7	Right to restriction of processing : The right to request that your personal information is only used for restricted purposes 
8	Right to object : The right to object to processing of your personal information in cases where our processing is based on the performance of a task carried out in the public interest or we have let you know the processing is necessary for our or a third partys legitimate interests 
9	Right to data portability : The right to ask for the personal information you have made available to us to be transferred to you or a third party in machine-readable format 
10	If you are not content with how Thomson Reuters manages your personal information , you can lodge a complaint with a privacy supervisory authority 
5	If you are a registered user , you can access most information associated with your Account by logging into the Services and checking your Account Settings page 
6	If you want to delete your Account , you can do so from your Account Settings ( /settings/account ) page or by emailing us ( /support ) and providing proof of authority over the Account . 
8	You or the third party may contact us at support @ vertigogames.co to request the removal of this information from our database to the extent we store any of this information . 
6	If you wish to access , correct , update or request deletion of your personal information , you can do so at any time by contacting us using the contact details provided under the How to contact us heading below . 
8	In addition , you can object to processing of your personal information , ask us to restrict processing of your personal information or request portability of your personal information . 
8	Similarly , if we have collected and process your personal information with your consent , then you can withdraw your consent at any time . 
10	You have the right to complain to a data protection authority about our collection and use of your personal information . 
6	How you can access and update such information . 
6	You can review 
6	revise your profile information at any time . 
6	Through your account Settings , you are able to access , edit or delete information you 've provided to us , including : 
8	If you do not want us to see or access your device location , you can turn off location sharing on your device , change your device privacy settings , or decline to share location on your browser . 
5	You can access and review information associated with your account at any time through the Settings page or tab 
6	You also have a right to correct your personal data . 
6	In certain situations , you can ask that we stop using your information or erase it or export it . 
8	You may also have a right to object to additional processing of your personal data . 
10	You have a right to raise questions or complaints with us as described below or with your local data protection authority at any time . 
10	We are committed to resolving valid complaints about your privacy and our collection or use of your personal data or information 
10	also have the right to lodge a complaint with the Netherlands Data Authority , the lead supervisory authority for the processing of Personal Data of individuals located in the EU . 
6	Once Mobile War receives your information from an SNS , that information is stored and used by Mobile War in accordance with this Privacy Policy , and you may access and update that information as described below . 
5	Other methods of accessing or controlling your information 
6	Place Delete My Account in the subject line and include your first name , last name , e-mail address and user ID number from which you access our Services ( if applicable ) in the body of the e-mail . 
6	Other steps you should take should you wish to delete your account include disassociating your Facebook account from our mobile games and deleting the game from your mobile device . 
6	Please note that if ask us to delete your account all your progress in the game and any unused virtual items will be lost and we may not be able to restore them in the future . 
6	If you wish to review , change or correct the information Mobile War has about you , e-mail us at support @ mobilewar-online.com 
9	This enables you to receive a copy of the Personal Data we hold about you and to check that we are lawfully processing it . 
6	Request correction of the Personal Data that we hold about you . 
6	You also have the right to ask us to delete or remove your Personal Data where you have exercised your right to object to processing ( see below ) . 
10	If you would like to make a complaint regarding this Privacy Policy or our practices in relation to your Personal Data , please contact us at : -Email- . 
10	You may also contact your local data protection authority within the European Economic Area for unresolved complaints . 
6	Note that if you ask us to remove your personal data , we will retain your data as necessary for our legitimate business interests , such as to comply with our legal obligations , resolve disputes , and enforce our agreements . 
8	If you would like to opt out of the Technologies we employ on our sites , services , applications or tools , you can do so by blocking , deleting or disabling them as your browser or device permits . 
7	Opt Out ( Right to Restrict Processing ) 
7	You have the right to opt out of certain uses and disclosures of your Personal Information . 
6	You have the right to request access to and rectification or erasure of Personal Information or restriction of processing , the right to object and the right to data portability . 
8	The general right to object applies to all types of processing described in this Privacy Policy . 
6	You can access or request deletion of your personal information by submitting a request through our Personal Data Request Portal . 
8	You can correct or update your personal information , object to processing of your personal information 
7	ask us to restrict processing of your personal information or request portability of your personal information 
9	You can request a copy of or deletion of your game account data through our Personal Data Request Portal . 
5	If under applicable law , you have the right to access Information held about you , such right of access can be exercised in accordance with the applicable law 
5	You have the right to access your Personal Data and to request that it be corrected , completed or updated 
9	You may ask to exercise your right to data portability ; in other words , your right to receive your Personal Data in a frequently used structured format and your right to send such data to another processor 
10	Should you have any other complaint , please contact the appropriate national data protection authority . 
9	to ask for a copy of such data 
10	In any event the user has always the right to lodge a complaint with the competent Authority for the Protection of Personal Data if he believes that the processing of his data is carried out in breach of the applicable law . 
6	Where a customer requests that corrections , additions or deletions (  Corrections , etc. ? be made to the substance of personal information pursuant to the Personal Information Protection Act due to inaccuracies in the personal information , the Company shall confirm that the request was made by the customer himself/herself , conduct a necessary investigation without delay to the extent necessary to achieve the purpose of use , make Corrections , etc 
6	to the substance of the personal information based on the result , and notify the customer to that effect ( where it is determined that no such Corrections , etc 
6	will be made , the Company shall notify the customer to that effect ) . 
6	request the access to and rectification or erasure of personal data processed by the LLC ? WebmartGroup ? ; 
7	restrict the processing of personal data concerning the User ; 
8	object to processing of personal data concerning the User ; 
9	demand for realization of the right to data portability from the LLC ? WebmartGroup ? ; 
10	exercise the right to lodge a complaint with a relevant supervisory authority . 
6	Whenever made possible , you can access , update or request deletion of your Personal Data directly within your account settings section . 
8	The right to object . 
8	You have the right to object to our processing of your Personal Data . 
9	The right to data portability . 
9	You have the right to be provided with a copy of the information we have on you in a structured , machine-readable and commonly used format . 
10	You have the right to complain to a Data Protection Authority about our collection and use of your Personal Data . 
9	Furthermore , you have the right to obtain a copy of the personal data undergoing processing . 
8	You have the right to object to our processing of your personal data for direct marketing purposes at any time . 
7	The right to restriction 
7	You have the right to obtain restriction of processing in certain circumstances , see Article 18 of the GDPR . 
10	If you wish to make a complaint over the processing of your personal data , you have the right to lodge a complaint to the relevant supervisory authority . 
6	We offer the ability to correct or update the information collected during registration via your account settings on our website or the applicable App or by contacting support via our online support form and we rely on the accuracy of the information you provide us ( such as your age ) . 
5	You can access much of your information by logging into your account . 
6	You can also change , restrict , limit or delete much of your information by logging into your account . 
8	If we process your information based on our legitimate interests explained above , or in the public interest , you can object to this processing in certain circumstances . 
8	If you live in the European Economic Area , you also have a general right to object to the use of your information for direct marketing purposes . 
10	If you reside in the European Economic Area , should you wish to raise a concern about our use of your information ( and without prejudice to any other rights you may have ) , you have the right to do so with your local data protection authority . 
6	You have the right to access your personal data and have it corrected if it is wrong or incomplete . 
7	You have the right to restrict the processing of your data where the accuracy of your personal data is contested , where the processing is unlawful , and where Overmobile no longer needs the personal data for the purposes for which Overmobile has processed it . 
8	You have the right to object to the processing of your personal data and also restrict its processing in those instances where Overmobile undertook processing of it in carrying out a task in the public interest or where necessary for our legitimate interest where there is no compelling reason for its continued processing . 
6	You also have the right to obtain the deletion of your data when it is no longer relevant to the purposes for which it was collected or processed , when you have withdrawn consent and there is no basis for us to continue processing , when you have objected to further processing and there is no compelling interest for continued processing , and when the data was unlawfully processed . 
10	You can lodge a complaint with us about any breach of our Privacy Policy at the address below . 
6	You may delete your personal data by removing the data from your account ; alternatively , you can delete your account . 
